,drug_name,section_name,gpt_output
323,TRULICITY,all-concat,"Thyroid C-cell Tumors, Pancreatitis, Hypoglycemia, Hypersensitivity Reactions, Renal Impairment, Severe Gastrointestinal Disease, Nausea, Diarrhea, Vomiting, Abdominal Pain, Decreased Appetite, Dyspepsia, Fatigue, Gastrointestinal Adverse Reactions, Constipation, Flatulence, Abdominal Distension, Gastroesophageal Reflux Disease, Eructation, Documented Symptomatic Hypoglycemia, Severe Hypoglycemia, Heart Rate Increase, Tachycardia Related Adverse Reactions, Sinus Tachycardia, Immunogenicity, Anti-drug Antibodies, Antibodies against native GLP-1, Systemic Hypersensitivity, Severe Urticaria, Systemic Rash, Facial Edema, Lip Swelling, Injection-site Reactions, Injection-site Rash, Erythema, PR Interval Prolongation, First Degree Atrioventricular Block, Amylase Increase, Lipase Increase, Medullary Thyroid Carcinoma (MTC), Multiple Endocrine Neoplasia syndrome type 2 (MEN 2), Death"
324,TUDORZA,all-concat,"paradoxical bronchospasm, worsening of narrow-angle glaucoma, worsening of urinary retention, immediate hypersensitivity reactions, anaphylaxis, angioedema, urticaria, rash, bronchospasm, itching, headache, nasopharyngitis, cough, diarrhea, sinusitis, rhinitis, toothache, fall, vomiting, diabetes mellitus, dry mouth, 1st degree AV block, osteoarthritis, cardiac failure, cardio-respiratory arrest, death"
325,ULESFIA,all-concat,"ocular irritation, application site irritation, application site anesthesia, hypoesthesia, pain, pruritus, erythema, pyoderma, application site dryness, application site excoriation, paraesthesia, application site dermatitis, excoriation, thermal burn, dandruff, rash, skin exfoliation, gasping syndrome, severe metabolic acidosis, gasping respirations, progressive hypotension, seizures, central nervous system depression, intraventricular hemorrhage, death, eye irritation, allergic dermatitis, irritant dermatitis"
326,ULORIC,all-concat,"liver function abnormalities, nausea, arthralgia, rash, dizziness, anemia, idiopathic thrombocytopenic purpura, leukocytosis/leukopenia, neutropenia, pancytopenia, splenomegaly, thrombocytopenia, angina pectoris, atrial fibrillation/flutter, cardiac murmur, ECG abnormal, palpitations, sinus bradycardia, tachycardia, deafness, tinnitus, vertigo, vision blurred, abdominal distention, abdominal pain, constipation, dry mouth, dyspepsia, flatulence, frequent stools, gastritis, gastroesophageal reflux disease, gastrointestinal discomfort, gingival pain, haematemesis, hyperchlorhydria, hematochezia, mouth ulceration, pancreatitis, peptic ulcer, vomiting, asthenia, chest pain/discomfort, edema, fatigue, feeling abnormal, gait disturbance, influenza-like symptoms, mass, pain, thirst, cholelithiasis/cholecystitis, hepatic steatosis, hepatitis, hepatomegaly, hypersensitivity, herpes zoster, contusion, anorexia, appetite decreased/increased, dehydration, diabetes mellitus, hypercholesterolemia, hyperglycemia, hyperlipidemia, hypertriglyceridemia, hypokalemia, weight decreased/increased, arthritis, joint stiffness, joint swelling, muscle spasms/twitching/tightness/weakness, musculoskeletal pain/stiffness, myalgia, altered taste, balance disorder, cerebrovascular accident, Guillain-Barre syndrome, headache, hemiparesis, hypoesthesia, hyposmia, lacunar infarction, lethargy, mental impairment, migraine, paresthesia, somnolence, transient ischemic attack, tremor, agitation, anxiety, depression, insomnia, irritability, libido decreased, nervousness, panic attack, personality change, hematuria, nephrolithiasis, pollakiuria, proteinuria, renal failure, renal insufficiency, urgency, incontinence, breast pain, erectile dysfunction, gynecomastia, bronchitis, cough, dyspnea, epistaxis, nasal dryness, paranasal sinus hypersecretion, pharyngeal edema, respiratory tract congestion, sneezing, throat irritation, upper respiratory tract infection, alopecia, angio-edema, dermatitis, dermographism, ecchymosis, eczema, hair color changes, hair growth abnormal, hyperhidrosis, peeling skin, petechiae, photosensitivity, pruritus, purpura, skin discoloration/altered pigmentation, skin lesion, skin odor abnormal, urticaria, flushing, hot flush, hypertension, hypotension, hepatic failure, jaundice, liver disorder, anaphylaxis, anaphylactic reaction, rhabdomyolysis, psychotic behavior, aggressive thoughts, tubulointerstitial nephritis, generalized rash, Stevens Johnson Syndrome, gout flare, cardiovascular thromboembolic events, myocardial infarction (MI), stroke, death."
327,VICTRELIS,all-concat,"fatigue, anemia, nausea, headache, dysgeusia, neutropenia, pancytopenia, hypersensitivity, chills, asthenia, decreased appetite, arthralgia, dizziness, insomnia, irritability, dyspnea exertional, alopecia, dry skin, rash, mouth ulceration, stomatitis, pneumonia, sepsis, angioedema, urticaria, drug rash with eosinophilia and systemic symptoms (DRESS) syndrome, exfoliative rash, exfoliative dermatitis, Stevens-Johnson syndrome, toxic skin eruption, toxicoderma, embryofetal toxicity, thrombocytopenia, agranulocytosis, death"
328,VIMIZIM,all-concat,"anaphylaxis, hypersensitivity reactions, pyrexia, vomiting, headache, nausea, abdominal pain, chills, fatigue, cough, erythema, throat tightness, urticaria, flushing, cyanosis, hypotension, rash, dyspnea, chest discomfort, gastrointestinal symptoms, retching, peripheral edema, spinal or cervical cord compression (SCC), back pain, paralysis of limbs, urinary incontinence, fecal incontinence, death"
329,VIZAMYL,all-concat,"flushing, headache, increased blood pressure, nausea, dizziness, serious hypersensitivity reaction, dyspnea, chest pressure, hypersensitivity reactions, image interpretation errors, radiation risk"
330,VORAXAZE,all-concat,"serious allergic reactions, anaphylactic reactions, paraesthesias, flushing, nausea and/or vomiting, hypotension, headache, myelosuppression, mucositis, acute hepatitis, renal dysfunction, renal failure, blurred vision, diarrhea, hypersensitivity, hypertension, rash, throat irritation, throat tightness, tremor, death"
331,XALKORI,all-concat,"Hepatotoxicity, Interstitial Lung Disease, Pneumonitis, QT Interval Prolongation, Bradycardia, Vision disorders, visual impairment, photopsia, blurred vision, vitreous floaters, Neuropathy, sensory neuropathy, Renal cysts, local cystic invasion, abscess formation, renal abscesses, dyspnea, pulmonary embolism, septic shock, acute respiratory failure, diabetic ketoacidosis, nausea, elevated transaminases, vomiting, constipation, diarrhea, edema, pyrexia, upper respiratory infection, decreased appetite, dysgeusia, abdominal pain, dizziness, headache, weight increased, pain in extremity, muscle spasm, eye disorders, gastrointestinal disorders, infections and infestations, musculoskeletal and connective tissue disorders, nervous system disorder, respiratory, thoracic and mediastinal disorders, general disorders and administration site conditions, Neutropenia, Lymphopenia, ALT elevation, AST elevation, Hypophosphatemia, Hypokalemia, Electrocardiogram QT prolonged, Dysphagia, Dyspepsia, fatigue, rash, syncope, hepatic failure, Embryofetal Toxicity, death"
332,XEOMIN,all-concat,"hypersensitivity, dysphagia, breathing difficulties, spread of effects from toxin, neck pain, muscle weakness, injection site pain, musculoskeletal pain, eyelid ptosis, dry eye, dry mouth, diarrhea, headache, visual impairment, dyspnea, nasopharyngitis, respiratory tract infection, facial paresis, injection site hematoma, eyelid edema, flu-like symptoms, allergic dermatitis, localized allergic reaction, swelling, erythema, pruritus, rash, herpes zoster, muscle spasm, dysarthria, myalgia, asthenia, generalized muscle weakness, diplopia, blurred vision, ptosis, dysphonia, urinary incontinence, corneal exposure, ulceration, ectropion, death"
333,XIAFLEX,all-concat,"Tendon ruptures, serious injury to the injected extremity, Corporal rupture (penile fracture), severe penile hematoma, penile ecchymoses, penile detumescence, penile ""popping"" sound or sensation, edema peripheral, contusion, injection site hemorrhage, injection site reaction, pain in the injected extremity, pruritus, lymphadenopathy, skin laceration, lymph node pain, erythema, axillary pain, vasovagal syncope, blood blister, injection site hematoma, ecchymoses, penile bruising, penile swelling, injection site swelling, penile pain, penile blister, pruritus genital, painful erection, erectile dysfunction, skin discoloration, procedural pain, injection site vesicles, localized edema, dyspareunia, injection site pruritus, nodule, suprapubic pain, hypersensitivity reactions, anaphylaxis, flexor tendon rupture, pulley rupture, ligament injury, complex regional pain syndrome (CRPS), sensory abnormality of the hand, tear, IgE-anti-drug antibodies, allergic reactions (pruritus), ecchymosis, injection site hemorrhage, penile ecchymosis, penile hematoma, ecchymosis/contusion, injection site hemorrhage, penile hematoma, penile ecchymosis, death."
334,XTANDI,all-concat,"seizure, asthenia, fatigue, back pain, decreased appetite, constipation, arthralgia, diarrhea, hot flush, upper respiratory tract infection, peripheral edema, dyspnea, musculoskeletal pain, weight decreased, headache, hypertension, dizziness, vertigo, spinal cord compression, cauda equina syndrome, paresthesia, mental impairment disorders, hypoesthesia, lower respiratory tract infection, lung infection, insomnia, anxiety, hematuria, pollakiuria, fall, non-pathologic fractures, pruritus, dry skin, epistaxis, gynecomastia, dysgeusia, restless legs syndrome, neutropenia, thrombocytopenia, elevations in ALT, elevations in bilirubin, infections, sepsis, fall-related injuries, hypertensive crisis, death"
335,YERVOY,all-concat,"immune-mediated enterocolitis, immune-mediated hepatitis, immune-mediated dermatitis, immune-mediated neuropathies, immune-mediated endocrinopathies, ocular manifestations, fatigue, diarrhea, pruritus, rash, colitis, large intestinal ulcer, esophagitis, acute respiratory distress syndrome, renal failure, infusion reaction, urticaria, Drug reaction with eosinophilia and systemic symptoms (DRESS syndrome), Stevens-Johnson syndrome, toxic epidermal necrolysis, Guillain-Barre syndrome, peripheral motor neuropathy, myasthenia gravis, hypopituitarism, adrenal insufficiency, hypogonadism, hypothyroidism, hyperthyroidism, Cushing's syndrome, hypophysitis, pneumonitis, meningitis, pericarditis, uveitis, iritis, hemolytic anemia, myocarditis, angiopathy, temporal arteritis, vasculitis, polymyalgia rheumatica, conjunctivitis, blepharitis, episcleritis, scleritis, leukocytoclastic vasculitis, erythema multiforme, psoriasis, pancreatitis, arthritis, autoimmune thyroiditis, sarcoidosis, neurosensory hypoacusis, autoimmune central neuropathy (encephalitis), myositis, polymyositis, ocular myositis, hypothyroidism, adrenal crisis, nephritis, death"
336,ZERBAXA,all-concat,"hypersensitivity reactions, Clostridium difficile-associated diarrhea, nausea, diarrhea, headache, pyrexia, constipation, insomnia, vomiting, hypokalemia, ALT increased, AST increased, anemia, thrombocytosis, abdominal pain, anxiety, dizziness, hypotension, atrial fibrillation, rash, renal impairment, renal failure, renal failure acute, cardiac disorders, tachycardia, angina pectoris, gastrointestinal disorders, ileus, gastritis, abdominal distension, dyspepsia, flatulence, ileus paralytic, general disorders and administration site conditions, infusion site reactions, infections and infestations, candidiasis, oropharyngeal, fungal urinary tract infection, investigations, increased serum gamma-glutamyl transpeptidase (GGT), increased serum alkaline phosphatase, positive Coombs test, metabolism and nutrition disorders, hyperglycemia, hypomagnesemia, hypophosphatemia, nervous system disorders, ischemic stroke, respiratory, thoracic and mediastinal disorders, dyspnea, skin and subcutaneous tissue disorders, urticaria, vascular disorders, venous thrombosis, death"
337,ZYDELIG,all-concat,"hepatotoxicity, severe diarrhea, colitis, pneumonitis, intestinal perforation, severe cutaneous reactions, anaphylaxis, neutropenia, fatigue, nausea, cough, pneumonia, abdominal pain, chills, rash, pyrexia, diarrhea, vomiting, gastroesophageal reflux disease, stomatitis, headache, pain, nasal congestion, sepsis, bronchitis, sinusitis, urinary tract infection, arthralgia, ALT elevations, AST elevations, GGT increased, hypertriglyceridemia, hyperglycemia, hypoglycemia, hyponatremia, lymphocyte count decreased, lymphocyte count increased, neutrophil count decreased, asthenia, peripheral edema, upper respiratory tract infection, dyspnea, night sweats, decreased appetite, insomnia, hemoglobin decreased, platelets decreased, death"
338,ZYKADIA,all-concat,"Severe or Persistent Gastrointestinal Toxicity, Hepatotoxicity, Interstitial Lung Disease, Pneumonitis, QT Interval Prolongation, Hyperglycemia, Bradycardia, Pancreatitis, Embryofetal Toxicity, Diarrhea, Nausea, Vomiting, Abdominal Pain, Fatigue, Decreased Appetite, Constipation, Rash, Dyspnea, Dehydration, Convulsion, Pneumonia, Dyspepsia, Gastroesophageal Reflux Disease, Dysphagia, Asthenia, Maculopapular Rash, Acneiform Dermatitis, Neuropathy, Paresthesia, Muscular Weakness, Gait Disturbance, Peripheral Neuropathy, Hypoesthesia, Peripheral Sensory Neuropathy, Dysesthesia, Neuralgia, Peripheral Motor Neuropathy, Hypotonia, Polyneuropathy, Vision Disorder, Vision Impairment, Blurred Vision, Photopsia, Accommodation Disorder, Presbyopia, Reduced Visual Acuity, Prolonged QT Interval, Hemoglobin Decreased, Alanine Transaminase Increased, Aspartate Transaminase Increased, Creatinine Increased, Glucose Increased, Phosphate Decreased, Lipase Increased, Bilirubin Increased, Respiratory Failure, Pneumothorax, Gastric Hemorrhage, General Physical Health Deterioration, Pulmonary Tuberculosis, Cardiac Tamponade, Sepsis, death"
